,ValleyUnit,UnitShape,UnitForm,FormID,UnitID,Area,sthdNo.Redd,sthdNo.ReddBest,sthdSuitArea,sthdBestArea,sthdMedHSI,visit
262,In-Channel,Planar,Plane,162,162,4.08992118,NA,NA,1.280064611,0.059989915,0.300000012,1029
263,In-Channel,Planar,Plane,163,163,60.64017928,NA,NA,38.11056596,17.16024852,0.660000026,1029
264,In-Channel,Planar,Plane,164,164,0.120031425,NA,NA,4.12E-06,NA,0.079999998,1029
265,In-Channel,Planar,Plane,165,165,1.13991003,NA,NA,0.019992968,NA,0.079999998,1029
266,In-Channel,Planar,Plane,166,166,4.970010375,NA,NA,4.190019185,0.239972916,0.699999988,1029
267,In-Channel,Planar,Plane,167,167,5.400004479,NA,NA,2.930025011,NA,0.550000012,1029
268,In-Channel,Planar,Plane,168,168,1.230000123,NA,NA,1.230000123,0.010002703,0.699999988,1029
269,In-Channel,Planar,Plane,169,169,3.600032446,NA,NA,7.03E-06,NA,0.079999998,1029
270,In-Channel,Planar,Plane,171,171,2.260049965,NA,NA,NA,NA,0.079999998,1029
271,In-Channel,Planar,Plane,172,172,4.030000368,NA,NA,3.199905824,0.619951445,0.709999979,1029
272,In-Channel,Planar,Plane,173,173,1.000000096,NA,NA,NA,NA,0.079999998,1029
273,In-Channel,Planar,Plane,174,174,3.480040747,NA,NA,2.170053238,0.050005387,0.439999998,1029
274,In-Channel,Planar,Plane,175,175,30.37000289,NA,NA,28.24005587,9.259933912,0.74000001,1029
275,In-Channel,Planar,Plane,176,176,1.100000095,NA,NA,NA,NA,0.079999998,1029
276,In-Channel,Planar,Plane,177,177,8.610088513,NA,NA,5.670227857,0.440041266,0.639999986,1029
277,In-Channel,Planar,Plane,178,178,0.679866835,NA,NA,0.039981342,NA,0.079999998,1029
278,In-Channel,Planar,Plane,179,179,3.200000308,NA,NA,3.200000308,NA,0.75,1029
279,In-Channel,Planar,Plane,180,180,77.74009373,NA,NA,67.53967854,13.41999536,0.709999979,1029
280,In-Channel,Planar,Plane,181,181,14.830064,NA,NA,8.420418212,0.680091425,0.5,1029
281,In-Channel,Planar,Wall,182,182,0.039993164,NA,NA,NA,NA,NA,1029
282,In-Channel,Planar,Wall,183,183,3.510061173,NA,NA,1.230204423,NA,0.469999999,1029
283,In-Channel,Planar,Wall,184,184,19.55940584,NA,NA,8.159158832,1.829667372,0.49000001,1029
284,In-Channel,Planar,Wall,185,185,1.10984811,NA,NA,0.349916837,NA,0.335000008,1029
285,In-Channel,Planar,Wall,186,186,2.210176057,NA,NA,0.019993065,NA,0.079999998,1029
286,In-Channel,Planar,Wall,187,187,16.70052102,NA,NA,5.679993527,2.56E-05,0.330000013,1029
287,In-Channel,Planar,Wall,188,188,1.150028886,NA,NA,NA,NA,0.079999998,1029
288,In-Channel,Planar,Wall,189,189,7.420051761,NA,NA,1.450100341,0.109999936,0.124999996,1029
289,In-Channel,Planar,Wall,190,190,5.529917924,NA,NA,1.519932554,NA,0.180000007,1029
290,In-Channel,Planar,Wall,191,191,1.250208732,NA,NA,NA,NA,0.079999998,1029
291,In-Channel,Planar,Wall,192,192,16.3993543,NA,NA,3.949846059,8.55E-06,0.079999998,1029
292,In-Channel,Planar,Wall,193,193,4.420007036,NA,NA,0.090069754,NA,0.079999998,1029
293,In-Channel,Planar,Wall,194,194,9.609894748,NA,NA,1.770002809,0.079969995,0.079999998,1029
295,In-Channel,Concavity,Bowl,1,1,46.82998457,NA,NA,4.970122493,NA,0.25,1096
296,In-Channel,Concavity,Bowl,2,2,22.89999247,NA,NA,22.89999247,NA,0.519999981,1096
297,In-Channel,Concavity,Bowl,3,3,213.0899299,NA,NA,213.0899299,NA,0.519999981,1096
298,In-Channel,Concavity,Bowl,4,4,39.479987,NA,NA,36.38999576,11.06004248,0.610000014,1096
299,In-Channel,Concavity,Bowl,5,5,778.8797436,NA,NA,766.3198261,217.7000132,0.74000001,1096
300,In-Channel,Concavity,Bowl,6,6,73.32997584,NA,NA,72.36998754,NA,0.629999995,1096
301,In-Channel,Concavity,Bowl,7,7,26.18999138,NA,NA,26.18999138,NA,0.680000007,1096
302,In-Channel,Concavity,Bowl,8,8,208.3700259,NA,NA,195.2100259,NA,0.560000002,1096
303,In-Channel,Concavity,Bowl,9,9,324.4498932,NA,NA,264.1698932,NA,0.439999998,1096
304,In-Channel,Concavity,Bowl,10,10,18.72999383,NA,NA,18.72999383,18.0799772,0.870000005,1096
305,In-Channel,Concavity,Bowl,11,11,19.61999354,NA,NA,17.23001005,5.550017717,0.649999976,1096
306,In-Channel,Concavity,Bowl Transition,12,12,17.70999418,NA,NA,2.010076855,NA,0.25999999,1096
307,In-Channel,Concavity,Bowl Transition,13,13,35.95998816,NA,NA,35.95998816,NA,0.540000021,1096
308,In-Channel,Concavity,Bowl Transition,14,14,204.6999326,NA,NA,204.6999301,NA,0.560000002,1096
309,In-Channel,Concavity,Bowl Transition,15,15,180.1599385,NA,NA,86.45008119,51.28993564,0.370000005,1096
310,In-Channel,Concavity,Bowl Transition,16,16,1.379999548,NA,NA,0.940002594,0.169997176,0.550000012,1096
311,In-Channel,Concavity,Bowl Transition,17,17,6.679997795,NA,NA,6.240001916,3.660047872,0.829999983,1096
312,In-Channel,Concavity,Bowl Transition,18,18,88.28013025,NA,NA,88.28013025,NA,0.670000017,1096
313,In-Channel,Concavity,Bowl Transition,19,19,25.23999171,NA,NA,25.23999171,25.1099928,0.879999995,1096
314,In-Channel,Concavity,Bowl Transition,20,20,3.519998845,NA,NA,3.519998845,NA,0.649999976,1096
315,In-Channel,Concavity,Bowl Transition,21,21,486.5498368,NA,NA,427.149765,65.13997801,0.670000017,1096
316,In-Channel,Concavity,Trough,22,22,161.2503096,NA,NA,142.2498043,NA,0.469999999,1096
317,In-Channel,Concavity,Trough,23,23,485.3798956,NA,NA,290.4900151,NA,0.449999988,1096
318,In-Channel,Concavity,Trough,24,24,2119.369111,NA,NA,1765.067694,267.8996397,0.600000024,1096
319,In-Channel,Concavity,Trough,25,25,274.6199095,NA,NA,274.6199095,108.9099907,0.769999981,1096
320,In-Channel,Concavity,Trough,26,26,444.8300542,NA,NA,358.9801311,0.950027082,0.649999976,1096
321,In-Channel,Convexity,Mound,27,27,38.64056483,NA,NA,7.650200931,NA,0.349999994,1096
322,In-Channel,Convexity,Mound,28,28,185.290772,NA,NA,5.77026654,NA,0.079999998,1096
323,In-Channel,Convexity,Mound,29,29,37.93998752,NA,NA,17.42008027,0.939990212,0.439999998,1096
324,In-Channel,Convexity,Mound,30,30,419.8992733,NA,NA,30.67978869,NA,0.079999998,1096
325,In-Channel,Convexity,Mound,31,31,383.9997471,NA,NA,9.700005229,NA,0.079999998,1096
326,In-Channel,Convexity,Mound Transition,32,32,0.239999918,NA,NA,NA,NA,NA,1096
327,In-Channel,Convexity,Mound Transition,33,33,33.52017797,NA,NA,17.13027446,NA,0.419999987,1096
328,In-Channel,Convexity,Mound Transition,34,34,35.38998834,NA,NA,5.929793397,NA,0.379999995,1096
329,In-Channel,Convexity,Mound Transition,35,35,150.0199516,NA,NA,32.93075695,NA,0.310000002,1096
330,In-Channel,Convexity,Mound Transition,37,37,0.139999953,NA,NA,0.139999953,0.139999953,0.920000017,1096
331,In-Channel,Convexity,Mound Transition,38,38,7.799997426,NA,NA,7.510000671,7.339996527,0.920000017,1096
332,In-Channel,Convexity,Mound Transition,39,39,0.14999995,NA,NA,NA,NA,0.079999998,1096
333,In-Channel,Convexity,Mound Transition,40,40,0.109999965,NA,NA,0.109999538,NA,0.449999988,1096
334,In-Channel,Convexity,Mound Transition,41,41,0.269999911,NA,NA,0.269999911,NA,0.5,1096
335,In-Channel,Convexity,Mound Transition,42,42,5.570003569,NA,NA,5.020040251,NA,0.610000014,1096
336,In-Channel,Convexity,Mound Transition,43,43,0.139999955,NA,NA,0.139999955,NA,0.644999981,1096
337,In-Channel,Convexity,Mound Transition,44,44,0.159999947,NA,NA,0.159999947,NA,0.649999976,1096
338,In-Channel,Convexity,Mound Transition,45,45,0.159999947,NA,NA,0.159999947,NA,0.649999976,1096
339,In-Channel,Convexity,Mound Transition,46,46,0.349999884,NA,NA,0.349999884,NA,0.649999976,1096
340,In-Channel,Convexity,Mound Transition,47,47,0.409999866,NA,NA,0.409999866,NA,0.649999976,1096
341,In-Channel,Convexity,Mound Transition,48,48,0.349999885,NA,NA,0.349999885,NA,0.569999993,1096
342,In-Channel,Convexity,Mound Transition,49,49,0.109999971,NA,NA,NA,NA,0.25,1096
343,In-Channel,Convexity,Mound Transition,50,50,0.10999996,NA,NA,1.11E-06,NA,0.319999993,1096
344,In-Channel,Convexity,Mound Transition,51,51,0.119999957,NA,NA,1.53E-06,NA,0.355000004,1096
345,In-Channel,Convexity,Mound Transition,52,52,0.119999967,NA,NA,3.38E-06,NA,0.36500001,1096
346,In-Channel,Convexity,Mound Transition,53,53,0.109999959,NA,NA,0.030001484,NA,0.370000005,1096
347,In-Channel,Convexity,Mound Transition,54,54,0.119999956,NA,NA,0.020004315,NA,0.400000006,1096
348,In-Channel,Convexity,Mound Transition,55,55,914.5288974,NA,NA,347.3698118,14.94001821,0.389999986,1096
349,In-Channel,Convexity,Mound Transition,58,58,6.260013395,NA,NA,1.100007209,NA,0.150000006,1096
350,In-Channel,Convexity,Mound Transition,59,59,0.130001494,NA,NA,NA,NA,NA,1096
351,In-Channel,Convexity,Mound Transition,61,61,0.090005284,NA,NA,NA,NA,NA,1096
352,In-Channel,Convexity,Mound Transition,62,62,0.040002989,NA,NA,NA,NA,NA,1096
353,In-Channel,Convexity,Mound Transition,64,64,4.96E-07,NA,NA,NA,NA,0.079999998,1096
354,In-Channel,Convexity,Mound Transition,65,65,0.020002985,NA,NA,NA,NA,NA,1096
355,In-Channel,Convexity,Saddle,66,66,61.20997985,NA,NA,35.24995591,23.03996096,0.529999971,1096
356,In-Channel,Convexity,Saddle,67,67,74.58997547,NA,NA,74.58997547,0.960008879,0.730000019,1096
357,In-Channel,Convexity,Saddle,68,68,209.9799308,NA,NA,209.9799308,NA,0.620000005,1096
358,In-Channel,Planar,Plane,69,69,2863.897308,NA,NA,1759.810423,148.5802326,0.469999999,1096
359,In-Channel,Planar,Plane,70,70,323.3099903,NA,NA,220.3199479,NA,0.479999989,1096
360,In-Channel,Planar,Wall,71,71,129.2329727,NA,NA,4.370584848,NA,0.079999998,1096
361,In-Channel,Planar,Wall,74,74,228.1404459,NA,NA,67.64019116,35.20013303,0.569999993,1096
362,In-Channel,Planar,Wall,76,76,169.7309803,NA,NA,28.19064304,NA,0.119999997,1096
364,In-Channel,Concavity,Bowl,1,1,0.34003311,NA,NA,3.06E-10,NA,0.079999998,1175
365,In-Channel,Concavity,Bowl,2,2,1.310006137,NA,NA,1.310006137,NA,0.479999989,1175
366,In-Channel,Concavity,Bowl,3,3,1.010000097,NA,NA,0.980003005,NA,0.680000007,1175
367,In-Channel,Concavity,Bowl,4,4,3.170000301,NA,NA,0.480015403,NA,0.340000004,1175
368,In-Channel,Concavity,Bowl,5,5,2.880000281,NA,NA,NA,NA,0.079999998,1175
369,In-Channel,Concavity,Bowl,6,6,1.740000156,NA,NA,1.740000156,NA,0.49000001,1175
370,In-Channel,Concavity,Bowl,7,7,1.860000177,NA,NA,0.829984734,NA,0.400000006,1175
371,In-Channel,Concavity,Bowl,8,8,0.930000091,NA,NA,0.679958594,NA,0.419999987,1175
372,In-Channel,Concavity,Bowl,9,9,16.46000156,NA,NA,16.4599942,NA,0.670000017,1175
373,In-Channel,Concavity,Bowl,10,10,2.100000206,NA,NA,2.100000206,NA,0.680000007,1175
374,In-Channel,Concavity,Bowl,11,11,0.640000059,NA,NA,0.640000059,NA,0.680000007,1175
375,In-Channel,Concavity,Bowl,12,12,1.470000138,NA,NA,1.470000138,NA,0.689999998,1175
376,In-Channel,Concavity,Bowl,13,13,1.190000107,NA,NA,1.190000107,NA,0.689999998,1175
377,In-Channel,Concavity,Bowl,14,14,9.26000088,NA,NA,9.16002052,NA,0.670000017,1175
378,In-Channel,Concavity,Bowl,15,15,1.580000151,NA,NA,1.579997506,NA,0.469999999,1175
379,In-Channel,Concavity,Bowl,16,16,7.609898764,NA,NA,NA,NA,0.079999998,1175
380,In-Channel,Concavity,Bowl,17,17,1.190000118,NA,NA,0.889985407,NA,0.479999989,1175
381,In-Channel,Concavity,Bowl,18,18,3.150000295,NA,NA,2.919977661,NA,0.479999989,1175
382,In-Channel,Concavity,Bowl,19,19,0.680000068,NA,NA,NA,NA,0.129999995,1175
383,In-Channel,Concavity,Bowl,20,20,8.950000849,NA,NA,5.70003691,5.520001834,0.920000017,1175
384,In-Channel,Concavity,Bowl,22,22,1.310000123,NA,NA,NA,NA,0.079999998,1175
385,In-Channel,Concavity,Bowl Transition,23,23,4.870072623,NA,NA,3.430005076,0.520004052,0.469999999,1175
386,In-Channel,Concavity,Bowl Transition,24,24,4.920000471,NA,NA,2.319937754,NA,0.405000001,1175
387,In-Channel,Concavity,Bowl Transition,25,25,0.42000004,NA,NA,0.359982632,NA,0.670000017,1175
388,In-Channel,Concavity,Bowl Transition,26,26,0.290000033,NA,NA,0.190000179,NA,0.529999971,1175
389,In-Channel,Concavity,Bowl Transition,27,27,3.590000342,NA,NA,2.309977738,NA,0.439999998,1175
390,In-Channel,Concavity,Bowl Transition,28,28,0.610000058,NA,NA,0.399984668,NA,0.419999987,1175
391,In-Channel,Concavity,Bowl Transition,29,29,16.09997186,NA,NA,12.3497778,NA,0.49000001,1175
392,In-Channel,Concavity,Bowl Transition,30,30,0.640000063,NA,NA,0.039988621,NA,0.340000004,1175
393,In-Channel,Concavity,Bowl Transition,31,31,22.30002163,NA,NA,7.949986946,NA,0.319999993,1175
394,In-Channel,Concavity,Bowl Transition,32,32,1.190000112,NA,NA,NA,NA,0.200000003,1175
395,In-Channel,Concavity,Bowl Transition,33,33,0.100000012,NA,NA,0.100000012,NA,0.730000019,1175
396,In-Channel,Concavity,Bowl Transition,34,34,2.190000208,NA,NA,2.190000208,NA,0.689999998,1175
397,In-Channel,Concavity,Bowl Transition,35,35,0.19000002,NA,NA,0.19000002,NA,0.680000007,1175
398,In-Channel,Concavity,Bowl Transition,36,36,1.490000142,NA,NA,1.490000142,NA,0.680000007,1175
399,In-Channel,Concavity,Bowl Transition,37,37,3.620000342,NA,NA,3.429965701,NA,0.550000012,1175
400,In-Channel,Concavity,Bowl Transition,38,38,6.22000058,NA,NA,5.520016266,NA,0.550000012,1175
401,In-Channel,Concavity,Bowl Transition,39,39,0.130000009,NA,NA,0.130000009,NA,0.610000014,1175
402,In-Channel,Concavity,Bowl Transition,42,42,9.940027424,NA,NA,6.960048932,NA,0.50999999,1175
403,In-Channel,Concavity,Bowl Transition,43,43,2.330000213,NA,NA,NA,NA,0.129999995,1175
404,In-Channel,Concavity,Bowl Transition,44,44,0.510000044,NA,NA,NA,NA,0.129999995,1175
405,In-Channel,Concavity,Bowl Transition,45,45,0.68000006,NA,NA,0.120009434,0.120002712,0.129999995,1175
406,In-Channel,Concavity,Bowl Transition,47,47,4.150000396,NA,NA,3.889984834,2.879978449,0.920000017,1175
407,In-Channel,Concavity,Bowl Transition,48,48,2.71000026,NA,NA,1.02E-05,NA,0.079999998,1175
408,In-Channel,Concavity,Trough,49,49,46.74959675,NA,NA,9.920170049,0.199992926,0.079999998,1175
409,In-Channel,Concavity,Trough,50,50,10.12998019,NA,NA,NA,NA,0.079999998,1175
410,In-Channel,Concavity,Trough,51,51,0.65998866,NA,NA,NA,NA,0.079999998,1175
411,In-Channel,Concavity,Trough,53,53,34.14000323,NA,NA,31.05966617,NA,0.649999976,1175
412,In-Channel,Concavity,Trough,54,54,26.61999296,NA,NA,23.38993037,NA,0.660000026,1175
413,In-Channel,Concavity,Trough,55,55,11.99001462,NA,NA,3.909983776,NA,0.079999998,1175
414,In-Channel,Concavity,Trough,58,58,0.800000075,NA,NA,NA,NA,0.079999998,1175
415,In-Channel,Concavity,Trough,59,59,38.53999479,NA,NA,13.55990921,1.090023877,0.129999995,1175
416,In-Channel,Convexity,Mound,60,60,0.270091274,NA,NA,NA,NA,NA,1175
417,In-Channel,Convexity,Mound,61,61,1.59E-05,NA,NA,NA,NA,NA,1175
418,In-Channel,Convexity,Mound,62,62,0.05998193,NA,NA,NA,NA,NA,1175
419,In-Channel,Convexity,Mound,63,63,2.65019153,NA,NA,NA,NA,0.079999998,1175
420,In-Channel,Convexity,Mound,64,64,2.130059975,NA,NA,NA,NA,0.079999998,1175
421,In-Channel,Convexity,Mound,65,65,0.260021464,NA,NA,NA,NA,NA,1175
422,In-Channel,Convexity,Mound,66,66,1.120079572,NA,NA,NA,NA,0.079999998,1175
423,In-Channel,Convexity,Mound,67,67,0.370028959,NA,NA,NA,NA,0.079999998,1175
424,In-Channel,Convexity,Mound,68,68,1.05E-06,NA,NA,NA,NA,NA,1175
425,In-Channel,Convexity,Mound,69,69,0.010002964,NA,NA,NA,NA,NA,1175
426,In-Channel,Convexity,Mound,70,70,0.100006439,NA,NA,NA,NA,NA,1175
427,In-Channel,Convexity,Mound,71,71,0.140035217,NA,NA,NA,NA,0.079999998,1175
428,In-Channel,Convexity,Mound,72,72,0.11998223,NA,NA,NA,NA,NA,1175
429,In-Channel,Convexity,Mound,73,73,1.220010614,NA,NA,NA,NA,0.079999998,1175
430,In-Channel,Convexity,Mound,74,74,0.190016911,NA,NA,NA,NA,NA,1175
431,In-Channel,Convexity,Mound,75,75,0.049995195,NA,NA,NA,NA,NA,1175
432,In-Channel,Convexity,Mound,77,77,0.469995482,NA,NA,NA,NA,0.079999998,1175
433,In-Channel,Convexity,Mound,78,78,0.140089969,NA,NA,NA,NA,0.079999998,1175
434,In-Channel,Convexity,Mound,80,80,0.07998638,NA,NA,NA,NA,NA,1175
435,In-Channel,Convexity,Mound Transition,81,81,0.010000041,NA,NA,NA,NA,NA,1175
436,In-Channel,Convexity,Mound Transition,82,82,0.600004835,NA,NA,NA,NA,0.079999998,1175
437,In-Channel,Convexity,Mound Transition,83,83,0.170000017,NA,NA,0.010011068,NA,0.38499999,1175
438,In-Channel,Convexity,Mound Transition,84,84,0.279955855,NA,NA,NA,NA,NA,1175
439,In-Channel,Convexity,Mound Transition,85,85,0.049992989,NA,NA,NA,NA,NA,1175
440,In-Channel,Convexity,Mound Transition,86,86,0.300037067,NA,NA,NA,NA,0.079999998,1175
441,In-Channel,Convexity,Mound Transition,87,87,0.089977883,NA,NA,NA,NA,0.079999998,1175
442,In-Channel,Convexity,Mound Transition,88,88,0.419989685,NA,NA,NA,NA,NA,1175
443,In-Channel,Convexity,Mound Transition,89,89,2.790000262,NA,NA,0.130146774,NA,0.079999998,1175
444,In-Channel,Convexity,Mound Transition,90,90,0.580019724,NA,NA,NA,NA,0.079999998,1175
445,In-Channel,Convexity,Mound Transition,92,92,8.440117099,NA,NA,0.100024036,NA,0.079999998,1175
446,In-Channel,Convexity,Mound Transition,95,95,0.31000003,NA,NA,0.010023586,NA,0.079999998,1175
447,In-Channel,Convexity,Mound Transition,96,96,0.140000015,NA,NA,0.010017407,NA,0.079999998,1175
448,In-Channel,Convexity,Mound Transition,97,97,0.589958617,NA,NA,NA,NA,0.079999998,1175
449,In-Channel,Convexity,Mound Transition,98,98,2.409988142,NA,NA,NA,NA,0.079999998,1175
450,In-Channel,Convexity,Mound Transition,99,99,4.799805321,NA,NA,NA,NA,0.079999998,1175
451,In-Channel,Convexity,Mound Transition,100,100,1.29002465,NA,NA,0.010011364,NA,0.079999998,1175
452,In-Channel,Convexity,Mound Transition,101,101,2.359915836,NA,NA,0.010004388,NA,0.079999998,1175
453,In-Channel,Convexity,Mound Transition,102,102,0.33000003,NA,NA,0.080019624,NA,0.079999998,1175
454,In-Channel,Convexity,Mound Transition,103,103,0.119994928,NA,NA,NA,NA,0.079999998,1175
455,In-Channel,Convexity,Mound Transition,104,104,0.599940596,NA,NA,NA,NA,0.079999998,1175
456,In-Channel,Convexity,Mound Transition,105,105,1.409989695,NA,NA,0.180014616,NA,0.079999998,1175
457,In-Channel,Convexity,Mound Transition,107,107,1.89010226,NA,NA,NA,NA,0.079999998,1175
458,In-Channel,Convexity,Mound Transition,111,111,0.579946575,NA,NA,NA,NA,0.079999998,1175
459,In-Channel,Convexity,Mound Transition,112,112,0.049994633,NA,NA,NA,NA,NA,1175
460,In-Channel,Convexity,Mound Transition,113,113,0.529989897,NA,NA,NA,NA,0.079999998,1175
461,In-Channel,Convexity,Mound Transition,114,114,1.460141407,NA,NA,NA,NA,0.079999998,1175
462,In-Channel,Convexity,Mound Transition,115,115,1.259868976,NA,NA,NA,NA,0.079999998,1175
463,In-Channel,Convexity,Saddle,116,116,0.650030134,NA,NA,0.570012013,NA,0.460000008,1175
464,In-Channel,Convexity,Saddle,117,117,2.480000237,NA,NA,2.349996338,NA,0.689999998,1175
465,In-Channel,Convexity,Saddle,118,118,9.259988293,NA,NA,4.979972049,NA,0.419999987,1175
466,In-Channel,Planar,Plane,120,120,1.850014026,NA,NA,NA,NA,0.079999998,1175
467,In-Channel,Planar,Plane,121,121,15.1399575,NA,NA,1.760033739,3.02E-06,0.079999998,1175
468,In-Channel,Planar,Plane,123,123,0.82999935,NA,NA,0.260036721,NA,0.330000013,1175
469,In-Channel,Planar,Plane,124,124,77.95916121,NA,NA,19.76004453,NA,0.079999998,1175
470,In-Channel,Planar,Plane,125,125,1.160057683,NA,NA,NA,NA,0.079999998,1175
471,In-Channel,Planar,Plane,127,127,9.94001182,NA,NA,0.320059646,0.200005269,0.079999998,1175
472,In-Channel,Planar,Plane,128,128,24.71992628,NA,NA,3.699939758,0.109987859,0.079999998,1175
473,In-Channel,Planar,Wall,130,130,1.03E-06,NA,NA,NA,NA,NA,1175
474,In-Channel,Planar,Wall,132,132,6.910423219,NA,NA,0.560156134,NA,0.079999998,1175
475,In-Channel,Planar,Wall,133,133,0.910075423,NA,NA,0.050030082,NA,0.079999998,1175
476,In-Channel,Planar,Wall,134,134,0.599878389,NA,NA,NA,NA,0.079999998,1175
477,In-Channel,Planar,Wall,135,135,3.410270018,NA,NA,0.310106517,NA,0.079999998,1175
478,In-Channel,Planar,Wall,136,136,0.749943165,NA,NA,NA,NA,0.079999998,1175
479,In-Channel,Planar,Wall,137,137,0.070013015,NA,NA,NA,NA,0.079999998,1175
480,In-Channel,Planar,Wall,138,138,7.7999769,NA,NA,0.140014451,NA,0.079999998,1175
481,In-Channel,Planar,Wall,139,139,0.28998058,NA,NA,NA,NA,0.079999998,1175
483,In-Channel,Concavity,Bowl,1,1,4.810000466,NA,NA,0.229980756,NA,0.330000013,1448
484,In-Channel,Concavity,Bowl,2,2,16.76000159,NA,NA,12.10000739,0.780000572,0.560000002,1448
485,In-Channel,Concavity,Bowl,3,3,38.02000361,NA,NA,10.46999254,0.120007436,0.300000012,1448
486,In-Channel,Concavity,Bowl,4,4,2.410000228,NA,NA,1.359969603,NA,0.430000007,1448
487,In-Channel,Concavity,Bowl,5,5,26.43000253,NA,NA,23.23007603,5.79E-06,0.680000007,1448
488,In-Channel,Concavity,Bowl,6,6,283.7500269,NA,NA,252.0301462,28.35995794,0.670000017,1448
489,In-Channel,Concavity,Bowl,7,7,31.29000297,NA,NA,8.989972338,0.229997876,0.300000012,1448
490,In-Channel,Concavity,Bowl,8,8,73.56000697,NA,NA,72.23997439,4.510031804,0.629999995,1448
491,In-Channel,Concavity,Bowl,9,9,7.340000695,NA,NA,NA,NA,0.25999999,1448
492,In-Channel,Concavity,Bowl,10,10,42.14000401,NA,NA,41.17996625,0.869982884,0.555000007,1448
493,In-Channel,Concavity,Bowl,11,11,6.790000652,NA,NA,3.700016423,0.280006638,0.409999996,1448
494,In-Channel,Concavity,Bowl,12,12,45.1900043,NA,NA,15.00012737,0.400004016,0.300000012,1448
495,In-Channel,Concavity,Bowl,13,13,35.05000333,NA,NA,6.53998986,0.16,0.300000012,1448
496,In-Channel,Concavity,Bowl Transition,15,15,1.650000159,NA,NA,NA,NA,0.079999998,1448
497,In-Channel,Concavity,Bowl Transition,16,16,7.260040638,NA,NA,3.340030171,NA,0.400000006,1448
498,In-Channel,Concavity,Bowl Transition,17,17,7.620000709,NA,NA,7.510005232,NA,0.550000012,1448
